,year,artist.inverted,track,time,date.entered,date.peaked,week,rank,gap_week,total_time_s,date.entered.year,date.entered.month,date.entered.day,date.entered.quarter,date.peaked.year,date.peaked.month,date.peaked.day,date.peaked.quarter,genre_Electronica,genre_Gospel,genre_Jazz,genre_Latin,genre_Pop,genre_R&B,genre_Rap,genre_Reggae,genre_Rock
4951,2000,Angie Stone,No More Rain (In This Cloud),4:42,1999-12-25,2000-01-22,16,98,False,282,1999,12,25,4,2000,1,22,1,0,0,0,0,0,1,0,0,0
5268,2000,Angie Stone,No More Rain (In This Cloud),4:42,1999-12-25,2000-01-22,17,100,False,282,1999,12,25,4,2000,1,22,1,0,0,0,0,0,1,0,0,0
197,2000,Da Brat,That's What I'm Looking For,3:44,2000-02-26,2000-04-15,1,93,False,224,2000,2,26,1,2000,4,15,2,0,0,0,0,0,0,1,0,0
514,2000,Da Brat,That's What I'm Looking For,3:44,2000-02-26,2000-04-15,2,73,False,224,2000,2,26,1,2000,4,15,2,0,0,0,0,0,0,1,0,0
831,2000,Da Brat,That's What I'm Looking For,3:44,2000-02-26,2000-04-15,3,60,False,224,2000,2,26,1,2000,4,15,2,0,0,0,0,0,0,1,0,0
1148,2000,Da Brat,That's What I'm Looking For,3:44,2000-02-26,2000-04-15,4,60,False,224,2000,2,26,1,2000,4,15,2,0,0,0,0,0,0,1,0,0
1465,2000,Da Brat,That's What I'm Looking For,3:44,2000-02-26,2000-04-15,5,60,False,224,2000,2,26,1,2000,4,15,2,0,0,0,0,0,0,1,0,0
1782,2000,Da Brat,That's What I'm Looking For,3:44,2000-02-26,2000-04-15,6,60,False,224,2000,2,26,1,2000,4,15,2,0,0,0,0,0,0,1,0,0
2099,2000,Da Brat,That's What I'm Looking For,3:44,2000-02-26,2000-04-15,7,63,False,224,2000,2,26,1,2000,4,15,2,0,0,0,0,0,0,1,0,0
2416,2000,Da Brat,That's What I'm Looking For,3:44,2000-02-26,2000-04-15,8,56,False,224,2000,2,26,1,2000,4,15,2,0,0,0,0,0,0,1,0,0
2733,2000,Da Brat,That's What I'm Looking For,3:44,2000-02-26,2000-04-15,9,58,False,224,2000,2,26,1,2000,4,15,2,0,0,0,0,0,0,1,0,0
3050,2000,Da Brat,That's What I'm Looking For,3:44,2000-02-26,2000-04-15,10,70,False,224,2000,2,26,1,2000,4,15,2,0,0,0,0,0,0,1,0,0
3367,2000,Da Brat,That's What I'm Looking For,3:44,2000-02-26,2000-04-15,11,71,False,224,2000,2,26,1,2000,4,15,2,0,0,0,0,0,0,1,0,0
3684,2000,Da Brat,That's What I'm Looking For,3:44,2000-02-26,2000-04-15,12,72,False,224,2000,2,26,1,2000,4,15,2,0,0,0,0,0,0,1,0,0
4001,2000,Da Brat,That's What I'm Looking For,3:44,2000-02-26,2000-04-15,13,90,False,224,2000,2,26,1,2000,4,15,2,0,0,0,0,0,0,1,0,0
4318,2000,Da Brat,That's What I'm Looking For,3:44,2000-02-26,2000-04-15,14,94,False,224,2000,2,26,1,2000,4,15,2,0,0,0,0,0,0,1,0,0
4635,2000,Da Brat,That's What I'm Looking For,3:44,2000-02-26,2000-04-15,15,94,False,224,2000,2,26,1,2000,4,15,2,0,0,0,0,0,0,1,0,0
4952,2000,Da Brat,That's What I'm Looking For,3:44,2000-02-26,2000-04-15,16,94,False,224,2000,2,26,1,2000,4,15,2,0,0,0,0,0,0,1,0,0
5269,2000,Da Brat,That's What I'm Looking For,3:44,2000-02-26,2000-04-15,17,94,False,224,2000,2,26,1,2000,4,15,2,0,0,0,0,0,0,1,0,0
5586,2000,Da Brat,That's What I'm Looking For,3:44,2000-02-26,2000-04-15,18,100,False,224,2000,2,26,1,2000,4,15,2,0,0,0,0,0,0,1,0,0
198,2000,SheDaisy,This Woman Needs,3:20,2000-02-05,2000-03-04,1,82,False,200,2000,2,5,1,2000,3,4,1,0,0,0,0,0,0,0,0,0
515,2000,SheDaisy,This Woman Needs,3:20,2000-02-05,2000-03-04,2,70,False,200,2000,2,5,1,2000,3,4,1,0,0,0,0,0,0,0,0,0
832,2000,SheDaisy,This Woman Needs,3:20,2000-02-05,2000-03-04,3,70,False,200,2000,2,5,1,2000,3,4,1,0,0,0,0,0,0,0,0,0
1149,2000,SheDaisy,This Woman Needs,3:20,2000-02-05,2000-03-04,4,67,False,200,2000,2,5,1,2000,3,4,1,0,0,0,0,0,0,0,0,0
1466,2000,SheDaisy,This Woman Needs,3:20,2000-02-05,2000-03-04,5,57,False,200,2000,2,5,1,2000,3,4,1,0,0,0,0,0,0,0,0,0
1783,2000,SheDaisy,This Woman Needs,3:20,2000-02-05,2000-03-04,6,57,False,200,2000,2,5,1,2000,3,4,1,0,0,0,0,0,0,0,0,0
2100,2000,SheDaisy,This Woman Needs,3:20,2000-02-05,2000-03-04,7,61,False,200,2000,2,5,1,2000,3,4,1,0,0,0,0,0,0,0,0,0
2417,2000,SheDaisy,This Woman Needs,3:20,2000-02-05,2000-03-04,8,68,False,200,2000,2,5,1,2000,3,4,1,0,0,0,0,0,0,0,0,0
2734,2000,SheDaisy,This Woman Needs,3:20,2000-02-05,2000-03-04,9,82,False,200,2000,2,5,1,2000,3,4,1,0,0,0,0,0,0,0,0,0
199,2000,Papa Roach,Last Resort,3:19,2000-07-29,2000-12-02,1,75,False,199,2000,7,29,3,2000,12,2,4,0,0,0,0,0,0,0,0,1
516,2000,Papa Roach,Last Resort,3:19,2000-07-29,2000-12-02,2,71,False,199,2000,7,29,3,2000,12,2,4,0,0,0,0,0,0,0,0,1
833,2000,Papa Roach,Last Resort,3:19,2000-07-29,2000-12-02,3,69,False,199,2000,7,29,3,2000,12,2,4,0,0,0,0,0,0,0,0,1
1150,2000,Papa Roach,Last Resort,3:19,2000-07-29,2000-12-02,4,69,False,199,2000,7,29,3,2000,12,2,4,0,0,0,0,0,0,0,0,1
1467,2000,Papa Roach,Last Resort,3:19,2000-07-29,2000-12-02,5,66,False,199,2000,7,29,3,2000,12,2,4,0,0,0,0,0,0,0,0,1
1784,2000,Papa Roach,Last Resort,3:19,2000-07-29,2000-12-02,6,64,False,199,2000,7,29,3,2000,12,2,4,0,0,0,0,0,0,0,0,1
2101,2000,Papa Roach,Last Resort,3:19,2000-07-29,2000-12-02,7,61,False,199,2000,7,29,3,2000,12,2,4,0,0,0,0,0,0,0,0,1
2418,2000,Papa Roach,Last Resort,3:19,2000-07-29,2000-12-02,8,61,False,199,2000,7,29,3,2000,12,2,4,0,0,0,0,0,0,0,0,1
2735,2000,Papa Roach,Last Resort,3:19,2000-07-29,2000-12-02,9,66,False,199,2000,7,29,3,2000,12,2,4,0,0,0,0,0,0,0,0,1
3052,2000,Papa Roach,Last Resort,3:19,2000-07-29,2000-12-02,10,64,False,199,2000,7,29,3,2000,12,2,4,0,0,0,0,0,0,0,0,1
3369,2000,Papa Roach,Last Resort,3:19,2000-07-29,2000-12-02,11,63,False,199,2000,7,29,3,2000,12,2,4,0,0,0,0,0,0,0,0,1
3686,2000,Papa Roach,Last Resort,3:19,2000-07-29,2000-12-02,12,60,False,199,2000,7,29,3,2000,12,2,4,0,0,0,0,0,0,0,0,1
4003,2000,Papa Roach,Last Resort,3:19,2000-07-29,2000-12-02,13,65,False,199,2000,7,29,3,2000,12,2,4,0,0,0,0,0,0,0,0,1
4320,2000,Papa Roach,Last Resort,3:19,2000-07-29,2000-12-02,14,66,False,199,2000,7,29,3,2000,12,2,4,0,0,0,0,0,0,0,0,1
4637,2000,Papa Roach,Last Resort,3:19,2000-07-29,2000-12-02,15,62,False,199,2000,7,29,3,2000,12,2,4,0,0,0,0,0,0,0,0,1
4954,2000,Papa Roach,Last Resort,3:19,2000-07-29,2000-12-02,16,66,False,199,2000,7,29,3,2000,12,2,4,0,0,0,0,0,0,0,0,1
5271,2000,Papa Roach,Last Resort,3:19,2000-07-29,2000-12-02,17,64,False,199,2000,7,29,3,2000,12,2,4,0,0,0,0,0,0,0,0,1
5588,2000,Papa Roach,Last Resort,3:19,2000-07-29,2000-12-02,18,64,False,199,2000,7,29,3,2000,12,2,4,0,0,0,0,0,0,0,0,1
5905,2000,Papa Roach,Last Resort,3:19,2000-07-29,2000-12-02,19,57,False,199,2000,7,29,3,2000,12,2,4,0,0,0,0,0,0,0,0,1
6222,2000,Papa Roach,Last Resort,3:19,2000-07-29,2000-12-02,20,72,False,199,2000,7,29,3,2000,12,2,4,0,0,0,0,0,0,0,0,1
200,2000,Yolanda Adams,Open My Heart,5:30,2000-08-26,2000-10-21,1,76,False,330,2000,8,26,3,2000,10,21,4,0,1,0,0,0,0,0,0,0
517,2000,Yolanda Adams,Open My Heart,5:30,2000-08-26,2000-10-21,2,76,False,330,2000,8,26,3,2000,10,21,4,0,1,0,0,0,0,0,0,0
834,2000,Yolanda Adams,Open My Heart,5:30,2000-08-26,2000-10-21,3,74,False,330,2000,8,26,3,2000,10,21,4,0,1,0,0,0,0,0,0,0
1151,2000,Yolanda Adams,Open My Heart,5:30,2000-08-26,2000-10-21,4,69,False,330,2000,8,26,3,2000,10,21,4,0,1,0,0,0,0,0,0,0
1468,2000,Yolanda Adams,Open My Heart,5:30,2000-08-26,2000-10-21,5,68,False,330,2000,8,26,3,2000,10,21,4,0,1,0,0,0,0,0,0,0
1785,2000,Yolanda Adams,Open My Heart,5:30,2000-08-26,2000-10-21,6,67,False,330,2000,8,26,3,2000,10,21,4,0,1,0,0,0,0,0,0,0
2102,2000,Yolanda Adams,Open My Heart,5:30,2000-08-26,2000-10-21,7,61,False,330,2000,8,26,3,2000,10,21,4,0,1,0,0,0,0,0,0,0
2419,2000,Yolanda Adams,Open My Heart,5:30,2000-08-26,2000-10-21,8,58,False,330,2000,8,26,3,2000,10,21,4,0,1,0,0,0,0,0,0,0
2736,2000,Yolanda Adams,Open My Heart,5:30,2000-08-26,2000-10-21,9,57,False,330,2000,8,26,3,2000,10,21,4,0,1,0,0,0,0,0,0,0
3053,2000,Yolanda Adams,Open My Heart,5:30,2000-08-26,2000-10-21,10,59,False,330,2000,8,26,3,2000,10,21,4,0,1,0,0,0,0,0,0,0
3370,2000,Yolanda Adams,Open My Heart,5:30,2000-08-26,2000-10-21,11,66,False,330,2000,8,26,3,2000,10,21,4,0,1,0,0,0,0,0,0,0
3687,2000,Yolanda Adams,Open My Heart,5:30,2000-08-26,2000-10-21,12,68,False,330,2000,8,26,3,2000,10,21,4,0,1,0,0,0,0,0,0,0
4004,2000,Yolanda Adams,Open My Heart,5:30,2000-08-26,2000-10-21,13,61,False,330,2000,8,26,3,2000,10,21,4,0,1,0,0,0,0,0,0,0
4321,2000,Yolanda Adams,Open My Heart,5:30,2000-08-26,2000-10-21,14,67,False,330,2000,8,26,3,2000,10,21,4,0,1,0,0,0,0,0,0,0
4638,2000,Yolanda Adams,Open My Heart,5:30,2000-08-26,2000-10-21,15,59,False,330,2000,8,26,3,2000,10,21,4,0,1,0,0,0,0,0,0,0
4955,2000,Yolanda Adams,Open My Heart,5:30,2000-08-26,2000-10-21,16,63,False,330,2000,8,26,3,2000,10,21,4,0,1,0,0,0,0,0,0,0
5272,2000,Yolanda Adams,Open My Heart,5:30,2000-08-26,2000-10-21,17,67,False,330,2000,8,26,3,2000,10,21,4,0,1,0,0,0,0,0,0,0
5589,2000,Yolanda Adams,Open My Heart,5:30,2000-08-26,2000-10-21,18,71,False,330,2000,8,26,3,2000,10,21,4,0,1,0,0,0,0,0,0,0
5906,2000,Yolanda Adams,Open My Heart,5:30,2000-08-26,2000-10-21,19,79,False,330,2000,8,26,3,2000,10,21,4,0,1,0,0,0,0,0,0,0
6223,2000,Yolanda Adams,Open My Heart,5:30,2000-08-26,2000-10-21,20,89,False,330,2000,8,26,3,2000,10,21,4,0,1,0,0,0,0,0,0,0
201,2000,Shyne,Bad Boyz,4:22,2000-09-09,2000-10-28,1,94,False,262,2000,9,9,3,2000,10,28,4,0,0,0,0,0,0,1,0,0
518,2000,Shyne,Bad Boyz,4:22,2000-09-09,2000-10-28,2,87,False,262,2000,9,9,3,2000,10,28,4,0,0,0,0,0,0,1,0,0
835,2000,Shyne,Bad Boyz,4:22,2000-09-09,2000-10-28,3,90,False,262,2000,9,9,3,2000,10,28,4,0,0,0,0,0,0,1,0,0
1152,2000,Shyne,Bad Boyz,4:22,2000-09-09,2000-10-28,4,90,False,262,2000,9,9,3,2000,10,28,4,0,0,0,0,0,0,1,0,0
1469,2000,Shyne,Bad Boyz,4:22,2000-09-09,2000-10-28,5,82,False,262,2000,9,9,3,2000,10,28,4,0,0,0,0,0,0,1,0,0
1786,2000,Shyne,Bad Boyz,4:22,2000-09-09,2000-10-28,6,67,False,262,2000,9,9,3,2000,10,28,4,0,0,0,0,0,0,1,0,0
2103,2000,Shyne,Bad Boyz,4:22,2000-09-09,2000-10-28,7,61,False,262,2000,9,9,3,2000,10,28,4,0,0,0,0,0,0,1,0,0
2420,2000,Shyne,Bad Boyz,4:22,2000-09-09,2000-10-28,8,57,False,262,2000,9,9,3,2000,10,28,4,0,0,0,0,0,0,1,0,0
2737,2000,Shyne,Bad Boyz,4:22,2000-09-09,2000-10-28,9,71,False,262,2000,9,9,3,2000,10,28,4,0,0,0,0,0,0,1,0,0
3054,2000,Shyne,Bad Boyz,4:22,2000-09-09,2000-10-28,10,78,False,262,2000,9,9,3,2000,10,28,4,0,0,0,0,0,0,1,0,0
3371,2000,Shyne,Bad Boyz,4:22,2000-09-09,2000-10-28,11,74,False,262,2000,9,9,3,2000,10,28,4,0,0,0,0,0,0,1,0,0
3688,2000,Shyne,Bad Boyz,4:22,2000-09-09,2000-10-28,12,81,False,262,2000,9,9,3,2000,10,28,4,0,0,0,0,0,0,1,0,0
4005,2000,Shyne,Bad Boyz,4:22,2000-09-09,2000-10-28,13,88,False,262,2000,9,9,3,2000,10,28,4,0,0,0,0,0,0,1,0,0
4322,2000,Shyne,Bad Boyz,4:22,2000-09-09,2000-10-28,14,96,False,262,2000,9,9,3,2000,10,28,4,0,0,0,0,0,0,1,0,0
4639,2000,Shyne,Bad Boyz,4:22,2000-09-09,2000-10-28,15,100,False,262,2000,9,9,3,2000,10,28,4,0,0,0,0,0,0,1,0,0
202,2000,R.E.M.,The Great Beyond,4:10,1999-12-25,2000-01-29,1,79,False,250,1999,12,25,4,2000,1,29,1,0,0,0,0,0,0,0,0,1
519,2000,R.E.M.,The Great Beyond,4:10,1999-12-25,2000-01-29,2,79,False,250,1999,12,25,4,2000,1,29,1,0,0,0,0,0,0,0,0,1
836,2000,R.E.M.,The Great Beyond,4:10,1999-12-25,2000-01-29,3,70,False,250,1999,12,25,4,2000,1,29,1,0,0,0,0,0,0,0,0,1
1153,2000,R.E.M.,The Great Beyond,4:10,1999-12-25,2000-01-29,4,62,False,250,1999,12,25,4,2000,1,29,1,0,0,0,0,0,0,0,0,1
1470,2000,R.E.M.,The Great Beyond,4:10,1999-12-25,2000-01-29,5,60,False,250,1999,12,25,4,2000,1,29,1,0,0,0,0,0,0,0,0,1
1787,2000,R.E.M.,The Great Beyond,4:10,1999-12-25,2000-01-29,6,57,False,250,1999,12,25,4,2000,1,29,1,0,0,0,0,0,0,0,0,1
2104,2000,R.E.M.,The Great Beyond,4:10,1999-12-25,2000-01-29,7,61,False,250,1999,12,25,4,2000,1,29,1,0,0,0,0,0,0,0,0,1
2421,2000,R.E.M.,The Great Beyond,4:10,1999-12-25,2000-01-29,8,66,False,250,1999,12,25,4,2000,1,29,1,0,0,0,0,0,0,0,0,1
2738,2000,R.E.M.,The Great Beyond,4:10,1999-12-25,2000-01-29,9,60,False,250,1999,12,25,4,2000,1,29,1,0,0,0,0,0,0,0,0,1
3055,2000,R.E.M.,The Great Beyond,4:10,1999-12-25,2000-01-29,10,59,False,250,1999,12,25,4,2000,1,29,1,0,0,0,0,0,0,0,0,1
3372,2000,R.E.M.,The Great Beyond,4:10,1999-12-25,2000-01-29,11,60,False,250,1999,12,25,4,2000,1,29,1,0,0,0,0,0,0,0,0,1
3689,2000,R.E.M.,The Great Beyond,4:10,1999-12-25,2000-01-29,12,63,False,250,1999,12,25,4,2000,1,29,1,0,0,0,0,0,0,0,0,1
4006,2000,R.E.M.,The Great Beyond,4:10,1999-12-25,2000-01-29,13,79,False,250,1999,12,25,4,2000,1,29,1,0,0,0,0,0,0,0,0,1
4323,2000,R.E.M.,The Great Beyond,4:10,1999-12-25,2000-01-29,14,91,False,250,1999,12,25,4,2000,1,29,1,0,0,0,0,0,0,0,0,1
203,2000,Joe Diffie,It's Always Somethin',2:55,2000-08-12,2000-09-16,1,81,False,175,2000,8,12,3,2000,9,16,3,0,0,0,0,0,0,0,0,0
520,2000,Joe Diffie,It's Always Somethin',2:55,2000-08-12,2000-09-16,2,78,False,175,2000,8,12,3,2000,9,16,3,0,0,0,0,0,0,0,0,0
837,2000,Joe Diffie,It's Always Somethin',2:55,2000-08-12,2000-09-16,3,67,False,175,2000,8,12,3,2000,9,16,3,0,0,0,0,0,0,0,0,0
1154,2000,Joe Diffie,It's Always Somethin',2:55,2000-08-12,2000-09-16,4,63,False,175,2000,8,12,3,2000,9,16,3,0,0,0,0,0,0,0,0,0
1471,2000,Joe Diffie,It's Always Somethin',2:55,2000-08-12,2000-09-16,5,60,False,175,2000,8,12,3,2000,9,16,3,0,0,0,0,0,0,0,0,0
1788,2000,Joe Diffie,It's Always Somethin',2:55,2000-08-12,2000-09-16,6,57,False,175,2000,8,12,3,2000,9,16,3,0,0,0,0,0,0,0,0,0
2105,2000,Joe Diffie,It's Always Somethin',2:55,2000-08-12,2000-09-16,7,63,False,175,2000,8,12,3,2000,9,16,3,0,0,0,0,0,0,0,0,0
2422,2000,Joe Diffie,It's Always Somethin',2:55,2000-08-12,2000-09-16,8,69,False,175,2000,8,12,3,2000,9,16,3,0,0,0,0,0,0,0,0,0
2739,2000,Joe Diffie,It's Always Somethin',2:55,2000-08-12,2000-09-16,9,78,False,175,2000,8,12,3,2000,9,16,3,0,0,0,0,0,0,0,0,0
3056,2000,Joe Diffie,It's Always Somethin',2:55,2000-08-12,2000-09-16,10,85,False,175,2000,8,12,3,2000,9,16,3,0,0,0,0,0,0,0,0,0
3373,2000,Joe Diffie,It's Always Somethin',2:55,2000-08-12,2000-09-16,11,92,False,175,2000,8,12,3,2000,9,16,3,0,0,0,0,0,0,0,0,0
3690,2000,Joe Diffie,It's Always Somethin',2:55,2000-08-12,2000-09-16,12,92,False,175,2000,8,12,3,2000,9,16,3,0,0,0,0,0,0,0,0,0
4324,2000,Joe Diffie,It's Always Somethin',2:55,2000-08-12,2000-09-16,14,99,False,175,2000,8,12,3,2000,9,16,3,0,0,0,0,0,0,0,0,0
4641,2000,Joe Diffie,It's Always Somethin',2:55,2000-08-12,2000-09-16,15,100,False,175,2000,8,12,3,2000,9,16,3,0,0,0,0,0,0,0,0,0
204,2000,Tim McGraw,Some Things Never Change,3:56,2000-05-13,2000-07-01,1,76,False,236,2000,5,13,2,2000,7,1,3,0,0,0,0,0,0,0,0,0
521,2000,Tim McGraw,Some Things Never Change,3:56,2000-05-13,2000-07-01,2,66,False,236,2000,5,13,2,2000,7,1,3,0,0,0,0,0,0,0,0,0
838,2000,Tim McGraw,Some Things Never Change,3:56,2000-05-13,2000-07-01,3,66,False,236,2000,5,13,2,2000,7,1,3,0,0,0,0,0,0,0,0,0
1155,2000,Tim McGraw,Some Things Never Change,3:56,2000-05-13,2000-07-01,4,65,False,236,2000,5,13,2,2000,7,1,3,0,0,0,0,0,0,0,0,0
1472,2000,Tim McGraw,Some Things Never Change,3:56,2000-05-13,2000-07-01,5,63,False,236,2000,5,13,2,2000,7,1,3,0,0,0,0,0,0,0,0,0
1789,2000,Tim McGraw,Some Things Never Change,3:56,2000-05-13,2000-07-01,6,60,False,236,2000,5,13,2,2000,7,1,3,0,0,0,0,0,0,0,0,0
2106,2000,Tim McGraw,Some Things Never Change,3:56,2000-05-13,2000-07-01,7,60,False,236,2000,5,13,2,2000,7,1,3,0,0,0,0,0,0,0,0,0
2423,2000,Tim McGraw,Some Things Never Change,3:56,2000-05-13,2000-07-01,8,58,False,236,2000,5,13,2,2000,7,1,3,0,0,0,0,0,0,0,0,0
2740,2000,Tim McGraw,Some Things Never Change,3:56,2000-05-13,2000-07-01,9,58,False,236,2000,5,13,2,2000,7,1,3,0,0,0,0,0,0,0,0,0
3057,2000,Tim McGraw,Some Things Never Change,3:56,2000-05-13,2000-07-01,10,58,False,236,2000,5,13,2,2000,7,1,3,0,0,0,0,0,0,0,0,0
3374,2000,Tim McGraw,Some Things Never Change,3:56,2000-05-13,2000-07-01,11,58,False,236,2000,5,13,2,2000,7,1,3,0,0,0,0,0,0,0,0,0
3691,2000,Tim McGraw,Some Things Never Change,3:56,2000-05-13,2000-07-01,12,59,False,236,2000,5,13,2,2000,7,1,3,0,0,0,0,0,0,0,0,0
4008,2000,Tim McGraw,Some Things Never Change,3:56,2000-05-13,2000-07-01,13,70,False,236,2000,5,13,2,2000,7,1,3,0,0,0,0,0,0,0,0,0
4325,2000,Tim McGraw,Some Things Never Change,3:56,2000-05-13,2000-07-01,14,93,False,236,2000,5,13,2,2000,7,1,3,0,0,0,0,0,0,0,0,0
205,2000,Don Henley,Taking You Home,4:08,2000-06-24,2000-08-05,1,79,False,248,2000,6,24,2,2000,8,5,3,0,0,0,0,0,0,0,0,1
522,2000,Don Henley,Taking You Home,4:08,2000-06-24,2000-08-05,2,77,False,248,2000,6,24,2,2000,8,5,3,0,0,0,0,0,0,0,0,1
839,2000,Don Henley,Taking You Home,4:08,2000-06-24,2000-08-05,3,74,False,248,2000,6,24,2,2000,8,5,3,0,0,0,0,0,0,0,0,1
1156,2000,Don Henley,Taking You Home,4:08,2000-06-24,2000-08-05,4,73,False,248,2000,6,24,2,2000,8,5,3,0,0,0,0,0,0,0,0,1
1473,2000,Don Henley,Taking You Home,4:08,2000-06-24,2000-08-05,5,66,False,248,2000,6,24,2,2000,8,5,3,0,0,0,0,0,0,0,0,1
1790,2000,Don Henley,Taking You Home,4:08,2000-06-24,2000-08-05,6,62,False,248,2000,6,24,2,2000,8,5,3,0,0,0,0,0,0,0,0,1
2107,2000,Don Henley,Taking You Home,4:08,2000-06-24,2000-08-05,7,58,False,248,2000,6,24,2,2000,8,5,3,0,0,0,0,0,0,0,0,1
2424,2000,Don Henley,Taking You Home,4:08,2000-06-24,2000-08-05,8,58,False,248,2000,6,24,2,2000,8,5,3,0,0,0,0,0,0,0,0,1
2741,2000,Don Henley,Taking You Home,4:08,2000-06-24,2000-08-05,9,61,False,248,2000,6,24,2,2000,8,5,3,0,0,0,0,0,0,0,0,1
3058,2000,Don Henley,Taking You Home,4:08,2000-06-24,2000-08-05,10,68,False,248,2000,6,24,2,2000,8,5,3,0,0,0,0,0,0,0,0,1
3375,2000,Don Henley,Taking You Home,4:08,2000-06-24,2000-08-05,11,71,False,248,2000,6,24,2,2000,8,5,3,0,0,0,0,0,0,0,0,1
3692,2000,Don Henley,Taking You Home,4:08,2000-06-24,2000-08-05,12,71,False,248,2000,6,24,2,2000,8,5,3,0,0,0,0,0,0,0,0,1
4009,2000,Don Henley,Taking You Home,4:08,2000-06-24,2000-08-05,13,79,False,248,2000,6,24,2,2000,8,5,3,0,0,0,0,0,0,0,0,1
4326,2000,Don Henley,Taking You Home,4:08,2000-06-24,2000-08-05,14,83,False,248,2000,6,24,2,2000,8,5,3,0,0,0,0,0,0,0,0,1
4643,2000,Don Henley,Taking You Home,4:08,2000-06-24,2000-08-05,15,85,False,248,2000,6,24,2,2000,8,5,3,0,0,0,0,0,0,0,0,1
4960,2000,Don Henley,Taking You Home,4:08,2000-06-24,2000-08-05,16,87,False,248,2000,6,24,2,2000,8,5,3,0,0,0,0,0,0,0,0,1
5277,2000,Don Henley,Taking You Home,4:08,2000-06-24,2000-08-05,17,83,False,248,2000,6,24,2,2000,8,5,3,0,0,0,0,0,0,0,0,1
5594,2000,Don Henley,Taking You Home,4:08,2000-06-24,2000-08-05,18,90,False,248,2000,6,24,2,2000,8,5,3,0,0,0,0,0,0,0,0,1
5911,2000,Don Henley,Taking You Home,4:08,2000-06-24,2000-08-05,19,87,False,248,2000,6,24,2,2000,8,5,3,0,0,0,0,0,0,0,0,1
6228,2000,Don Henley,Taking You Home,4:08,2000-06-24,2000-08-05,20,87,False,248,2000,6,24,2,2000,8,5,3,0,0,0,0,0,0,0,0,1
206,2000,Eminem,The Way I Am,4:40,2000-08-26,2000-09-30,1,87,False,280,2000,8,26,3,2000,9,30,3,0,0,0,0,0,0,1,0,0
523,2000,Eminem,The Way I Am,4:40,2000-08-26,2000-09-30,2,74,False,280,2000,8,26,3,2000,9,30,3,0,0,0,0,0,0,1,0,0
840,2000,Eminem,The Way I Am,4:40,2000-08-26,2000-09-30,3,59,False,280,2000,8,26,3,2000,9,30,3,0,0,0,0,0,0,1,0,0
1157,2000,Eminem,The Way I Am,4:40,2000-08-26,2000-09-30,4,65,False,280,2000,8,26,3,2000,9,30,3,0,0,0,0,0,0,1,0,0
1474,2000,Eminem,The Way I Am,4:40,2000-08-26,2000-09-30,5,59,False,280,2000,8,26,3,2000,9,30,3,0,0,0,0,0,0,1,0,0
1791,2000,Eminem,The Way I Am,4:40,2000-08-26,2000-09-30,6,58,False,280,2000,8,26,3,2000,9,30,3,0,0,0,0,0,0,1,0,0
2108,2000,Eminem,The Way I Am,4:40,2000-08-26,2000-09-30,7,59,False,280,2000,8,26,3,2000,9,30,3,0,0,0,0,0,0,1,0,0
2425,2000,Eminem,The Way I Am,4:40,2000-08-26,2000-09-30,8,62,False,280,2000,8,26,3,2000,9,30,3,0,0,0,0,0,0,1,0,0
2742,2000,Eminem,The Way I Am,4:40,2000-08-26,2000-09-30,9,89,False,280,2000,8,26,3,2000,9,30,3,0,0,0,0,0,0,1,0,0
3059,2000,Eminem,The Way I Am,4:40,2000-08-26,2000-09-30,10,86,False,280,2000,8,26,3,2000,9,30,3,0,0,0,0,0,0,1,0,0
207,2000,Nas,You Owe Me,3:51,2000-03-25,2000-04-15,1,74,False,231,2000,3,25,1,2000,4,15,2,0,0,0,0,0,1,0,0,0
524,2000,Nas,You Owe Me,3:51,2000-03-25,2000-04-15,2,72,False,231,2000,3,25,1,2000,4,15,2,0,0,0,0,0,1,0,0,0
841,2000,Nas,You Owe Me,3:51,2000-03-25,2000-04-15,3,68,False,231,2000,3,25,1,2000,4,15,2,0,0,0,0,0,1,0,0,0
1158,2000,Nas,You Owe Me,3:51,2000-03-25,2000-04-15,4,59,False,231,2000,3,25,1,2000,4,15,2,0,0,0,0,0,1,0,0,0
1475,2000,Nas,You Owe Me,3:51,2000-03-25,2000-04-15,5,59,False,231,2000,3,25,1,2000,4,15,2,0,0,0,0,0,1,0,0,0
1792,2000,Nas,You Owe Me,3:51,2000-03-25,2000-04-15,6,59,False,231,2000,3,25,1,2000,4,15,2,0,0,0,0,0,1,0,0,0
2109,2000,Nas,You Owe Me,3:51,2000-03-25,2000-04-15,7,67,False,231,2000,3,25,1,2000,4,15,2,0,0,0,0,0,1,0,0,0
2426,2000,Nas,You Owe Me,3:51,2000-03-25,2000-04-15,8,67,False,231,2000,3,25,1,2000,4,15,2,0,0,0,0,0,1,0,0,0
2743,2000,Nas,You Owe Me,3:51,2000-03-25,2000-04-15,9,63,False,231,2000,3,25,1,2000,4,15,2,0,0,0,0,0,1,0,0,0
3060,2000,Nas,You Owe Me,3:51,2000-03-25,2000-04-15,10,69,False,231,2000,3,25,1,2000,4,15,2,0,0,0,0,0,1,0,0,0
3377,2000,Nas,You Owe Me,3:51,2000-03-25,2000-04-15,11,75,False,231,2000,3,25,1,2000,4,15,2,0,0,0,0,0,1,0,0,0
