,year,artist.inverted,track,time,genre,date.entered,date.peaked,week,rank,gap_week
4021,2000,M2M,Mirror Mirror,3:19,Pop,2000-04-01,2000-05-27,13,70,False
4338,2000,M2M,Mirror Mirror,3:19,Pop,2000-04-01,2000-05-27,14,80,False
4655,2000,M2M,Mirror Mirror,3:19,Pop,2000-04-01,2000-05-27,15,82,False
4972,2000,M2M,Mirror Mirror,3:19,Pop,2000-04-01,2000-05-27,16,87,False
5289,2000,M2M,Mirror Mirror,3:19,Pop,2000-04-01,2000-05-27,17,90,False
5606,2000,M2M,Mirror Mirror,3:19,Pop,2000-04-01,2000-05-27,18,96,False
218,2000,Kumbia Kings,U Don't Love Me,3:50,R&B,2000-03-04,2000-03-18,1,81,False
535,2000,Kumbia Kings,U Don't Love Me,3:50,R&B,2000-03-04,2000-03-18,2,64,False
852,2000,Kumbia Kings,U Don't Love Me,3:50,R&B,2000-03-04,2000-03-18,3,62,False
1169,2000,Kumbia Kings,U Don't Love Me,3:50,R&B,2000-03-04,2000-03-18,4,67,False
1486,2000,Kumbia Kings,U Don't Love Me,3:50,R&B,2000-03-04,2000-03-18,5,70,False
1803,2000,Kumbia Kings,U Don't Love Me,3:50,R&B,2000-03-04,2000-03-18,6,70,False
2120,2000,Kumbia Kings,U Don't Love Me,3:50,R&B,2000-03-04,2000-03-18,7,75,False
2437,2000,Kumbia Kings,U Don't Love Me,3:50,R&B,2000-03-04,2000-03-18,8,87,False
2754,2000,Kumbia Kings,U Don't Love Me,3:50,R&B,2000-03-04,2000-03-18,9,89,False
3071,2000,Kumbia Kings,U Don't Love Me,3:50,R&B,2000-03-04,2000-03-18,10,100,False
219,2000,Joe,Treat Her Like A Lady,4:12,Rock,2000-08-05,2000-08-19,1,77,False
536,2000,Joe,Treat Her Like A Lady,4:12,Rock,2000-08-05,2000-08-19,2,75,False
853,2000,Joe,Treat Her Like A Lady,4:12,Rock,2000-08-05,2000-08-19,3,63,False
1170,2000,Joe,Treat Her Like A Lady,4:12,Rock,2000-08-05,2000-08-19,4,63,False
1487,2000,Joe,Treat Her Like A Lady,4:12,Rock,2000-08-05,2000-08-19,5,69,False
1804,2000,Joe,Treat Her Like A Lady,4:12,Rock,2000-08-05,2000-08-19,6,64,False
2121,2000,Joe,Treat Her Like A Lady,4:12,Rock,2000-08-05,2000-08-19,7,68,False
2438,2000,Joe,Treat Her Like A Lady,4:12,Rock,2000-08-05,2000-08-19,8,67,False
2755,2000,Joe,Treat Her Like A Lady,4:12,Rock,2000-08-05,2000-08-19,9,72,False
3072,2000,Joe,Treat Her Like A Lady,4:12,Rock,2000-08-05,2000-08-19,10,79,False
3389,2000,Joe,Treat Her Like A Lady,4:12,Rock,2000-08-05,2000-08-19,11,78,False
3706,2000,Joe,Treat Her Like A Lady,4:12,Rock,2000-08-05,2000-08-19,12,84,False
4023,2000,Joe,Treat Her Like A Lady,4:12,Rock,2000-08-05,2000-08-19,13,85,False
4340,2000,Joe,Treat Her Like A Lady,4:12,Rock,2000-08-05,2000-08-19,14,90,False
4657,2000,Joe,Treat Her Like A Lady,4:12,Rock,2000-08-05,2000-08-19,15,89,False
4974,2000,Joe,Treat Her Like A Lady,4:12,Rock,2000-08-05,2000-08-19,16,99,False
5291,2000,Joe,Treat Her Like A Lady,4:12,Rock,2000-08-05,2000-08-19,17,100,False
220,2000,Mary J. Blige,Deep Inside,5:26,Rock,1999-11-13,2000-01-22,1,83,False
537,2000,Mary J. Blige,Deep Inside,5:26,Rock,1999-11-13,2000-01-22,2,80,False
854,2000,Mary J. Blige,Deep Inside,5:26,Rock,1999-11-13,2000-01-22,3,80,False
1171,2000,Mary J. Blige,Deep Inside,5:26,Rock,1999-11-13,2000-01-22,4,75,False
1488,2000,Mary J. Blige,Deep Inside,5:26,Rock,1999-11-13,2000-01-22,5,75,False
1805,2000,Mary J. Blige,Deep Inside,5:26,Rock,1999-11-13,2000-01-22,6,73,False
2122,2000,Mary J. Blige,Deep Inside,5:26,Rock,1999-11-13,2000-01-22,7,64,False
2439,2000,Mary J. Blige,Deep Inside,5:26,Rock,1999-11-13,2000-01-22,8,64,False
2756,2000,Mary J. Blige,Deep Inside,5:26,Rock,1999-11-13,2000-01-22,9,65,False
3073,2000,Mary J. Blige,Deep Inside,5:26,Rock,1999-11-13,2000-01-22,10,67,False
3390,2000,Mary J. Blige,Deep Inside,5:26,Rock,1999-11-13,2000-01-22,11,63,False
3707,2000,Mary J. Blige,Deep Inside,5:26,Rock,1999-11-13,2000-01-22,12,67,False
4024,2000,Mary J. Blige,Deep Inside,5:26,Rock,1999-11-13,2000-01-22,13,75,False
4341,2000,Mary J. Blige,Deep Inside,5:26,Rock,1999-11-13,2000-01-22,14,85,False
4658,2000,Mary J. Blige,Deep Inside,5:26,Rock,1999-11-13,2000-01-22,15,94,False
221,2000,Kelly Price,You Should've Told Me,3:12,Rock,2000-09-23,2000-12-02,1,91,False
538,2000,Kelly Price,You Should've Told Me,3:12,Rock,2000-09-23,2000-12-02,2,91,False
855,2000,Kelly Price,You Should've Told Me,3:12,Rock,2000-09-23,2000-12-02,3,91,False
1172,2000,Kelly Price,You Should've Told Me,3:12,Rock,2000-09-23,2000-12-02,4,87,False
1489,2000,Kelly Price,You Should've Told Me,3:12,Rock,2000-09-23,2000-12-02,5,86,False
1806,2000,Kelly Price,You Should've Told Me,3:12,Rock,2000-09-23,2000-12-02,6,79,False
2123,2000,Kelly Price,You Should've Told Me,3:12,Rock,2000-09-23,2000-12-02,7,79,False
2440,2000,Kelly Price,You Should've Told Me,3:12,Rock,2000-09-23,2000-12-02,8,75,False
2757,2000,Kelly Price,You Should've Told Me,3:12,Rock,2000-09-23,2000-12-02,9,70,False
3074,2000,Kelly Price,You Should've Told Me,3:12,Rock,2000-09-23,2000-12-02,10,68,False
3391,2000,Kelly Price,You Should've Told Me,3:12,Rock,2000-09-23,2000-12-02,11,64,False
3708,2000,Kelly Price,You Should've Told Me,3:12,Rock,2000-09-23,2000-12-02,12,64,False
4025,2000,Kelly Price,You Should've Told Me,3:12,Rock,2000-09-23,2000-12-02,13,68,False
4342,2000,Kelly Price,You Should've Told Me,3:12,Rock,2000-09-23,2000-12-02,14,70,False
4659,2000,Kelly Price,You Should've Told Me,3:12,Rock,2000-09-23,2000-12-02,15,74,False
4976,2000,Kelly Price,You Should've Told Me,3:12,Rock,2000-09-23,2000-12-02,16,90,False
5293,2000,Kelly Price,You Should've Told Me,3:12,Rock,2000-09-23,2000-12-02,17,86,False
5610,2000,Kelly Price,You Should've Told Me,3:12,Rock,2000-09-23,2000-12-02,18,85,False
5927,2000,Kelly Price,You Should've Told Me,3:12,Rock,2000-09-23,2000-12-02,19,93,False
6244,2000,Kelly Price,You Should've Told Me,3:12,Rock,2000-09-23,2000-12-02,20,92,False
222,2000,Changing Faces,That Other Woman,4:00,Rock,2000-09-30,2000-10-28,1,80,False
539,2000,Changing Faces,That Other Woman,4:00,Rock,2000-09-30,2000-10-28,2,72,False
856,2000,Changing Faces,That Other Woman,4:00,Rock,2000-09-30,2000-10-28,3,66,False
1173,2000,Changing Faces,That Other Woman,4:00,Rock,2000-09-30,2000-10-28,4,66,False
1490,2000,Changing Faces,That Other Woman,4:00,Rock,2000-09-30,2000-10-28,5,64,False
1807,2000,Changing Faces,That Other Woman,4:00,Rock,2000-09-30,2000-10-28,6,76,False
2124,2000,Changing Faces,That Other Woman,4:00,Rock,2000-09-30,2000-10-28,7,65,False
2441,2000,Changing Faces,That Other Woman,4:00,Rock,2000-09-30,2000-10-28,8,66,False
2758,2000,Changing Faces,That Other Woman,4:00,Rock,2000-09-30,2000-10-28,9,75,False
3075,2000,Changing Faces,That Other Woman,4:00,Rock,2000-09-30,2000-10-28,10,85,False
3392,2000,Changing Faces,That Other Woman,4:00,Rock,2000-09-30,2000-10-28,11,97,False
223,2000,Chely Wright,It Was,3:51,R&B,2000-03-04,2000-04-15,1,86,False
540,2000,Chely Wright,It Was,3:51,R&B,2000-03-04,2000-04-15,2,78,False
857,2000,Chely Wright,It Was,3:51,R&B,2000-03-04,2000-04-15,3,75,False
1174,2000,Chely Wright,It Was,3:51,R&B,2000-03-04,2000-04-15,4,72,False
1491,2000,Chely Wright,It Was,3:51,R&B,2000-03-04,2000-04-15,5,71,False
1808,2000,Chely Wright,It Was,3:51,R&B,2000-03-04,2000-04-15,6,69,False
2125,2000,Chely Wright,It Was,3:51,R&B,2000-03-04,2000-04-15,7,64,False
2442,2000,Chely Wright,It Was,3:51,R&B,2000-03-04,2000-04-15,8,75,False
2759,2000,Chely Wright,It Was,3:51,R&B,2000-03-04,2000-04-15,9,85,False
3076,2000,Chely Wright,It Was,3:51,R&B,2000-03-04,2000-04-15,10,98,False
224,2000,Limp Bizkit,Rollin',4:04,Rock,2000-11-11,2000-12-09,1,77,False
541,2000,Limp Bizkit,Rollin',4:04,Rock,2000-11-11,2000-12-09,2,73,False
858,2000,Limp Bizkit,Rollin',4:04,Rock,2000-11-11,2000-12-09,3,72,False
1175,2000,Limp Bizkit,Rollin',4:04,Rock,2000-11-11,2000-12-09,4,66,False
1492,2000,Limp Bizkit,Rollin',4:04,Rock,2000-11-11,2000-12-09,5,65,False
1809,2000,Limp Bizkit,Rollin',4:04,Rock,2000-11-11,2000-12-09,6,65,False
2126,2000,Limp Bizkit,Rollin',4:04,Rock,2000-11-11,2000-12-09,7,67,False
2443,2000,Limp Bizkit,Rollin',4:04,Rock,2000-11-11,2000-12-09,8,73,False
2760,2000,Limp Bizkit,Rollin',4:04,Rock,2000-11-11,2000-12-09,9,74,False
3077,2000,Limp Bizkit,Rollin',4:04,Rock,2000-11-11,2000-12-09,10,78,False
3394,2000,Limp Bizkit,Rollin',4:04,Rock,2000-11-11,2000-12-09,11,80,False
3711,2000,Limp Bizkit,Rollin',4:04,Rock,2000-11-11,2000-12-09,12,86,False
4028,2000,Limp Bizkit,Rollin',4:04,Rock,2000-11-11,2000-12-09,13,86,False
4345,2000,Limp Bizkit,Rollin',4:04,Rock,2000-11-11,2000-12-09,14,91,False
4662,2000,Limp Bizkit,Rollin',4:04,Rock,2000-11-11,2000-12-09,15,93,False
4979,2000,Limp Bizkit,Rollin',4:04,Rock,2000-11-11,2000-12-09,16,96,False
5296,2000,Limp Bizkit,Rollin',4:04,Rock,2000-11-11,2000-12-09,17,100,False
225,2000,Hot Boys,I Need A Hot Girl,4:16,Rap,2000-02-19,2000-03-11,1,77,False
542,2000,Hot Boys,I Need A Hot Girl,4:16,Rap,2000-02-19,2000-03-11,2,75,False
859,2000,Hot Boys,I Need A Hot Girl,4:16,Rap,2000-02-19,2000-03-11,3,71,False
1176,2000,Hot Boys,I Need A Hot Girl,4:16,Rap,2000-02-19,2000-03-11,4,65,False
1493,2000,Hot Boys,I Need A Hot Girl,4:16,Rap,2000-02-19,2000-03-11,5,65,False
1810,2000,Hot Boys,I Need A Hot Girl,4:16,Rap,2000-02-19,2000-03-11,6,70,False
2127,2000,Hot Boys,I Need A Hot Girl,4:16,Rap,2000-02-19,2000-03-11,7,69,False
2444,2000,Hot Boys,I Need A Hot Girl,4:16,Rap,2000-02-19,2000-03-11,8,77,False
2761,2000,Hot Boys,I Need A Hot Girl,4:16,Rap,2000-02-19,2000-03-11,9,79,False
3078,2000,Hot Boys,I Need A Hot Girl,4:16,Rap,2000-02-19,2000-03-11,10,90,False
3395,2000,Hot Boys,I Need A Hot Girl,4:16,Rap,2000-02-19,2000-03-11,11,92,False
3712,2000,Hot Boys,I Need A Hot Girl,4:16,Rap,2000-02-19,2000-03-11,12,95,False
4029,2000,Hot Boys,I Need A Hot Girl,4:16,Rap,2000-02-19,2000-03-11,13,100,False
226,2000,Jay-Z,Do It Again (Put Ya Hands Up),3:47,Rap,2000-01-15,2000-01-29,1,95,False
543,2000,Jay-Z,Do It Again (Put Ya Hands Up),3:47,Rap,2000-01-15,2000-01-29,2,68,False
860,2000,Jay-Z,Do It Again (Put Ya Hands Up),3:47,Rap,2000-01-15,2000-01-29,3,65,False
1177,2000,Jay-Z,Do It Again (Put Ya Hands Up),3:47,Rap,2000-01-15,2000-01-29,4,65,False
1494,2000,Jay-Z,Do It Again (Put Ya Hands Up),3:47,Rap,2000-01-15,2000-01-29,5,74,False
1811,2000,Jay-Z,Do It Again (Put Ya Hands Up),3:47,Rap,2000-01-15,2000-01-29,6,84,False
2128,2000,Jay-Z,Do It Again (Put Ya Hands Up),3:47,Rap,2000-01-15,2000-01-29,7,92,False
2445,2000,Jay-Z,Do It Again (Put Ya Hands Up),3:47,Rap,2000-01-15,2000-01-29,8,96,False
2762,2000,Jay-Z,Do It Again (Put Ya Hands Up),3:47,Rap,2000-01-15,2000-01-29,9,95,False
227,2000,Trace Adkins,More,3:05,Country,2000-04-29,2000-06-17,1,84,False
544,2000,Trace Adkins,More,3:05,Country,2000-04-29,2000-06-17,2,84,False
861,2000,Trace Adkins,More,3:05,Country,2000-04-29,2000-06-17,3,75,False
1178,2000,Trace Adkins,More,3:05,Country,2000-04-29,2000-06-17,4,73,False
1495,2000,Trace Adkins,More,3:05,Country,2000-04-29,2000-06-17,5,73,False
1812,2000,Trace Adkins,More,3:05,Country,2000-04-29,2000-06-17,6,69,False
2129,2000,Trace Adkins,More,3:05,Country,2000-04-29,2000-06-17,7,68,False
2446,2000,Trace Adkins,More,3:05,Country,2000-04-29,2000-06-17,8,65,False
2763,2000,Trace Adkins,More,3:05,Country,2000-04-29,2000-06-17,9,73,False
3080,2000,Trace Adkins,More,3:05,Country,2000-04-29,2000-06-17,10,83,False
3397,2000,Trace Adkins,More,3:05,Country,2000-04-29,2000-06-17,11,92,False
228,2000,The Dixie Chicks,Cold Day In July,5:12,Country,2000-06-24,2000-08-05,1,80,False
545,2000,The Dixie Chicks,Cold Day In July,5:12,Country,2000-06-24,2000-08-05,2,79,False
862,2000,The Dixie Chicks,Cold Day In July,5:12,Country,2000-06-24,2000-08-05,3,76,False
1179,2000,The Dixie Chicks,Cold Day In July,5:12,Country,2000-06-24,2000-08-05,4,72,False
1496,2000,The Dixie Chicks,Cold Day In July,5:12,Country,2000-06-24,2000-08-05,5,68,False
1813,2000,The Dixie Chicks,Cold Day In July,5:12,Country,2000-06-24,2000-08-05,6,68,False
2130,2000,The Dixie Chicks,Cold Day In July,5:12,Country,2000-06-24,2000-08-05,7,65,False
2447,2000,The Dixie Chicks,Cold Day In July,5:12,Country,2000-06-24,2000-08-05,8,70,False
2764,2000,The Dixie Chicks,Cold Day In July,5:12,Country,2000-06-24,2000-08-05,9,84,False
3081,2000,The Dixie Chicks,Cold Day In July,5:12,Country,2000-06-24,2000-08-05,10,91,False
229,2000,Kelly Price,As We Lay,6:20,Rock,2000-07-15,2000-08-05,1,82,False
546,2000,Kelly Price,As We Lay,6:20,Rock,2000-07-15,2000-08-05,2,69,False
863,2000,Kelly Price,As We Lay,6:20,Rock,2000-07-15,2000-08-05,3,69,False
1180,2000,Kelly Price,As We Lay,6:20,Rock,2000-07-15,2000-08-05,4,64,False
1497,2000,Kelly Price,As We Lay,6:20,Rock,2000-07-15,2000-08-05,5,71,False
1814,2000,Kelly Price,As We Lay,6:20,Rock,2000-07-15,2000-08-05,6,79,False
2131,2000,Kelly Price,As We Lay,6:20,Rock,2000-07-15,2000-08-05,7,82,False
2448,2000,Kelly Price,As We Lay,6:20,Rock,2000-07-15,2000-08-05,8,89,False
230,2000,DMX,What's My Name,3:50,Rap,2000-01-15,2000-02-12,1,98,False
547,2000,DMX,What's My Name,3:50,Rap,2000-01-15,2000-02-12,2,76,False
864,2000,DMX,What's My Name,3:50,Rap,2000-01-15,2000-02-12,3,69,False
1181,2000,DMX,What's My Name,3:50,Rap,2000-01-15,2000-02-12,4,69,False
1498,2000,DMX,What's My Name,3:50,Rap,2000-01-15,2000-02-12,5,67,False
1815,2000,DMX,What's My Name,3:50,Rap,2000-01-15,2000-02-12,6,73,False
2132,2000,DMX,What's My Name,3:50,Rap,2000-01-15,2000-02-12,7,76,False
2449,2000,DMX,What's My Name,3:50,Rap,2000-01-15,2000-02-12,8,90,False
2766,2000,DMX,What's My Name,3:50,Rap,2000-01-15,2000-02-12,9,90,False
3083,2000,DMX,What's My Name,3:50,Rap,2000-01-15,2000-02-12,10,94,False
3400,2000,DMX,What's My Name,3:50,Rap,2000-01-15,2000-02-12,11,100,False
231,2000,Ricky Martin,Private Emotion,4:02,Latin,2000-03-11,2000-03-18,1,76,False
548,2000,Ricky Martin,Private Emotion,4:02,Latin,2000-03-11,2000-03-18,2,67,False
865,2000,Ricky Martin,Private Emotion,4:02,Latin,2000-03-11,2000-03-18,3,71,False
1182,2000,Ricky Martin,Private Emotion,4:02,Latin,2000-03-11,2000-03-18,4,78,False
1499,2000,Ricky Martin,Private Emotion,4:02,Latin,2000-03-11,2000-03-18,5,89,False
232,2000,Nine Days,If I Am,4:18,Rock,2000-12-02,2000-12-02,1,68,False
549,2000,Nine Days,If I Am,4:18,Rock,2000-12-02,2000-12-02,2,68,False
866,2000,Nine Days,If I Am,4:18,Rock,2000-12-02,2000-12-02,3,81,False
1183,2000,Nine Days,If I Am,4:18,Rock,2000-12-02,2000-12-02,4,94,False
1500,2000,Nine Days,If I Am,4:18,Rock,2000-12-02,2000-12-02,5,100,False
233,2000,Mary J. Blige,Give Me You,5:00,Rock,2000-04-15,2000-05-13,1,97,False
550,2000,Mary J. Blige,Give Me You,5:00,Rock,2000-04-15,2000-05-13,2,94,False
867,2000,Mary J. Blige,Give Me You,5:00,Rock,2000-04-15,2000-05-13,3,77,False
1184,2000,Mary J. Blige,Give Me You,5:00,Rock,2000-04-15,2000-05-13,4,76,False
1501,2000,Mary J. Blige,Give Me You,5:00,Rock,2000-04-15,2000-05-13,5,68,False
1818,2000,Mary J. Blige,Give Me You,5:00,Rock,2000-04-15,2000-05-13,6,77,False
2135,2000,Mary J. Blige,Give Me You,5:00,Rock,2000-04-15,2000-05-13,7,89,False
2452,2000,Mary J. Blige,Give Me You,5:00,Rock,2000-04-15,2000-05-13,8,90,False
3086,2000,Mary J. Blige,Give Me You,5:00,Rock,2000-04-15,2000-05-13,10,100,False
234,2000,Red Hot Chili Peppers,Californication,5:21,Rock,2000-07-29,2000-10-14,1,72,False
551,2000,Red Hot Chili Peppers,Californication,5:21,Rock,2000-07-29,2000-10-14,2,72,False
868,2000,Red Hot Chili Peppers,Californication,5:21,Rock,2000-07-29,2000-10-14,3,72,False
1185,2000,Red Hot Chili Peppers,Californication,5:21,Rock,2000-07-29,2000-10-14,4,77,False
1502,2000,Red Hot Chili Peppers,Californication,5:21,Rock,2000-07-29,2000-10-14,5,79,False
1819,2000,Red Hot Chili Peppers,Californication,5:21,Rock,2000-07-29,2000-10-14,6,77,False
2136,2000,Red Hot Chili Peppers,Californication,5:21,Rock,2000-07-29,2000-10-14,7,75,False
2453,2000,Red Hot Chili Peppers,Californication,5:21,Rock,2000-07-29,2000-10-14,8,84,False
2770,2000,Red Hot Chili Peppers,Californication,5:21,Rock,2000-07-29,2000-10-14,9,85,False
3087,2000,Red Hot Chili Peppers,Californication,5:21,Rock,2000-07-29,2000-10-14,10,79,False
3404,2000,Red Hot Chili Peppers,Californication,5:21,Rock,2000-07-29,2000-10-14,11,74,False
3721,2000,Red Hot Chili Peppers,Californication,5:21,Rock,2000-07-29,2000-10-14,12,69,False
4038,2000,Red Hot Chili Peppers,Californication,5:21,Rock,2000-07-29,2000-10-14,13,74,False
4355,2000,Red Hot Chili Peppers,Californication,5:21,Rock,2000-07-29,2000-10-14,14,75,False
4672,2000,Red Hot Chili Peppers,Californication,5:21,Rock,2000-07-29,2000-10-14,15,77,False
4989,2000,Red Hot Chili Peppers,Californication,5:21,Rock,2000-07-29,2000-10-14,16,71,False
5306,2000,Red Hot Chili Peppers,Californication,5:21,Rock,2000-07-29,2000-10-14,17,78,False
5623,2000,Red Hot Chili Peppers,Californication,5:21,Rock,2000-07-29,2000-10-14,18,89,False
5940,2000,Red Hot Chili Peppers,Californication,5:21,Rock,2000-07-29,2000-10-14,19,97,False
235,2000,Third Eye Blind,Deep Inside Of You,4:10,Rock,2000-09-02,2000-10-07,1,80,False
552,2000,Third Eye Blind,Deep Inside Of You,4:10,Rock,2000-09-02,2000-10-07,2,73,False
869,2000,Third Eye Blind,Deep Inside Of You,4:10,Rock,2000-09-02,2000-10-07,3,70,False
1186,2000,Third Eye Blind,Deep Inside Of You,4:10,Rock,2000-09-02,2000-10-07,4,70,False
1503,2000,Third Eye Blind,Deep Inside Of You,4:10,Rock,2000-09-02,2000-10-07,5,70,False
1820,2000,Third Eye Blind,Deep Inside Of You,4:10,Rock,2000-09-02,2000-10-07,6,69,False
2137,2000,Third Eye Blind,Deep Inside Of You,4:10,Rock,2000-09-02,2000-10-07,7,72,False
2454,2000,Third Eye Blind,Deep Inside Of You,4:10,Rock,2000-09-02,2000-10-07,8,79,False
2771,2000,Third Eye Blind,Deep Inside Of You,4:10,Rock,2000-09-02,2000-10-07,9,90,False
3088,2000,Third Eye Blind,Deep Inside Of You,4:10,Rock,2000-09-02,2000-10-07,10,97,False
3405,2000,Third Eye Blind,Deep Inside Of You,4:10,Rock,2000-09-02,2000-10-07,11,95,False
3722,2000,Third Eye Blind,Deep Inside Of You,4:10,Rock,2000-09-02,2000-10-07,12,93,False
236,2000,Garth Brooks,Do What You Gotta Do,2:56,Country,2000-02-19,2000-03-18,1,86,False
553,2000,Garth Brooks,Do What You Gotta Do,2:56,Country,2000-02-19,2000-03-18,2,81,False
870,2000,Garth Brooks,Do What You Gotta Do,2:56,Country,2000-02-19,2000-03-18,3,72,False
1187,2000,Garth Brooks,Do What You Gotta Do,2:56,Country,2000-02-19,2000-03-18,4,70,False
1504,2000,Garth Brooks,Do What You Gotta Do,2:56,Country,2000-02-19,2000-03-18,5,69,False
1821,2000,Garth Brooks,Do What You Gotta Do,2:56,Country,2000-02-19,2000-03-18,6,77,False
237,2000,The Offspring,Original Prankster,3:42,Rock,2000-11-25,2000-12-09,1,74,False
554,2000,The Offspring,Original Prankster,3:42,Rock,2000-11-25,2000-12-09,2,71,False
871,2000,The Offspring,Original Prankster,3:42,Rock,2000-11-25,2000-12-09,3,70,False
1188,2000,The Offspring,Original Prankster,3:42,Rock,2000-11-25,2000-12-09,4,70,False
1505,2000,The Offspring,Original Prankster,3:42,Rock,2000-11-25,2000-12-09,5,77,False
1822,2000,The Offspring,Original Prankster,3:42,Rock,2000-11-25,2000-12-09,6,78,False
2139,2000,The Offspring,Original Prankster,3:42,Rock,2000-11-25,2000-12-09,7,91,False
2456,2000,The Offspring,Original Prankster,3:42,Rock,2000-11-25,2000-12-09,8,89,False
2773,2000,The Offspring,Original Prankster,3:42,Rock,2000-11-25,2000-12-09,9,92,False
238,2000,Marc Anthony,My Baby You,3:59,Latin,2000-09-16,2000-10-07,1,82,False
555,2000,Marc Anthony,My Baby You,3:59,Latin,2000-09-16,2000-10-07,2,76,False
872,2000,Marc Anthony,My Baby You,3:59,Latin,2000-09-16,2000-10-07,3,76,False
1189,2000,Marc Anthony,My Baby You,3:59,Latin,2000-09-16,2000-10-07,4,70,False
1506,2000,Marc Anthony,My Baby You,3:59,Latin,2000-09-16,2000-10-07,5,82,False
1823,2000,Marc Anthony,My Baby You,3:59,Latin,2000-09-16,2000-10-07,6,81,False
2140,2000,Marc Anthony,My Baby You,3:59,Latin,2000-09-16,2000-10-07,7,74,False
2457,2000,Marc Anthony,My Baby You,3:59,Latin,2000-09-16,2000-10-07,8,80,False
2774,2000,Marc Anthony,My Baby You,3:59,Latin,2000-09-16,2000-10-07,9,76,False
3091,2000,Marc Anthony,My Baby You,3:59,Latin,2000-09-16,2000-10-07,10,76,False
3408,2000,Marc Anthony,My Baby You,3:59,Latin,2000-09-16,2000-10-07,11,73,False
3725,2000,Marc Anthony,My Baby You,3:59,Latin,2000-09-16,2000-10-07,12,74,False
4042,2000,Marc Anthony,My Baby You,3:59,Latin,2000-09-16,2000-10-07,13,87,False
4359,2000,Marc Anthony,My Baby You,3:59,Latin,2000-09-16,2000-10-07,14,83,False
4676,2000,Marc Anthony,My Baby You,3:59,Latin,2000-09-16,2000-10-07,15,89,False
4993,2000,Marc Anthony,My Baby You,3:59,Latin,2000-09-16,2000-10-07,16,93,False
5310,2000,Marc Anthony,My Baby You,3:59,Latin,2000-09-16,2000-10-07,17,94,False
5627,2000,Marc Anthony,My Baby You,3:59,Latin,2000-09-16,2000-10-07,18,94,False
5944,2000,Marc Anthony,My Baby You,3:59,Latin,2000-09-16,2000-10-07,19,91,False
6261,2000,Marc Anthony,My Baby You,3:59,Latin,2000-09-16,2000-10-07,20,90,False
239,2000,Whitney Houston,"Same Script, Different Cast",4:45,Rock,2000-06-17,2000-07-15,1,71,False
556,2000,Whitney Houston,"Same Script, Different Cast",4:45,Rock,2000-06-17,2000-07-15,2,71,False
873,2000,Whitney Houston,"Same Script, Different Cast",4:45,Rock,2000-06-17,2000-07-15,3,71,False
1190,2000,Whitney Houston,"Same Script, Different Cast",4:45,Rock,2000-06-17,2000-07-15,4,71,False
1507,2000,Whitney Houston,"Same Script, Different Cast",4:45,Rock,2000-06-17,2000-07-15,5,70,False
1824,2000,Whitney Houston,"Same Script, Different Cast",4:45,Rock,2000-06-17,2000-07-15,6,75,False
2141,2000,Whitney Houston,"Same Script, Different Cast",4:45,Rock,2000-06-17,2000-07-15,7,77,False
2458,2000,Whitney Houston,"Same Script, Different Cast",4:45,Rock,2000-06-17,2000-07-15,8,88,False
2775,2000,Whitney Houston,"Same Script, Different Cast",4:45,Rock,2000-06-17,2000-07-15,9,91,False
240,2000,D'Angelo,Left & Right,4:35,R&B,1999-12-11,2000-01-01,1,93,False
557,2000,D'Angelo,Left & Right,4:35,R&B,1999-12-11,2000-01-01,2,77,False
874,2000,D'Angelo,Left & Right,4:35,R&B,1999-12-11,2000-01-01,3,75,False
1191,2000,D'Angelo,Left & Right,4:35,R&B,1999-12-11,2000-01-01,4,70,False
1508,2000,D'Angelo,Left & Right,4:35,R&B,1999-12-11,2000-01-01,5,91,False
241,2000,Lenny Kravitz,I Belong To You,4:17,Rock,2000-03-25,2000-04-08,1,78,False
558,2000,Lenny Kravitz,I Belong To You,4:17,Rock,2000-03-25,2000-04-08,2,77,False
875,2000,Lenny Kravitz,I Belong To You,4:17,Rock,2000-03-25,2000-04-08,3,71,False
1192,2000,Lenny Kravitz,I Belong To You,4:17,Rock,2000-03-25,2000-04-08,4,71,False
1509,2000,Lenny Kravitz,I Belong To You,4:17,Rock,2000-03-25,2000-04-08,5,71,False
1826,2000,Lenny Kravitz,I Belong To You,4:17,Rock,2000-03-25,2000-04-08,6,83,False
2143,2000,Lenny Kravitz,I Belong To You,4:17,Rock,2000-03-25,2000-04-08,7,90,False
2460,2000,Lenny Kravitz,I Belong To You,4:17,Rock,2000-03-25,2000-04-08,8,90,False
2777,2000,Lenny Kravitz,I Belong To You,4:17,Rock,2000-03-25,2000-04-08,9,93,False
242,2000,Patty Loveless,That's The Kind Of Mood I'm In,3:27,Country,2000-09-16,2000-11-18,1,98,False
559,2000,Patty Loveless,That's The Kind Of Mood I'm In,3:27,Country,2000-09-16,2000-11-18,2,93,False
876,2000,Patty Loveless,That's The Kind Of Mood I'm In,3:27,Country,2000-09-16,2000-11-18,3,93,False
1193,2000,Patty Loveless,That's The Kind Of Mood I'm In,3:27,Country,2000-09-16,2000-11-18,4,93,False
1510,2000,Patty Loveless,That's The Kind Of Mood I'm In,3:27,Country,2000-09-16,2000-11-18,5,88,False
1827,2000,Patty Loveless,That's The Kind Of Mood I'm In,3:27,Country,2000-09-16,2000-11-18,6,88,False
2144,2000,Patty Loveless,That's The Kind Of Mood I'm In,3:27,Country,2000-09-16,2000-11-18,7,82,False
